drug,gene,no_mut,mut,amp,del,stats
VX-702,PIK3R1,9,6,0,3,1
VX-702,PTEN,93,57,0,36,1
VX-702,RB1,77,58,1,18,0
VX-702,RUNX1,4,1,0,3,0
VX-702,SETD2,1,1,0,0,1
VX-702,SMAD4,31,15,1,15,0
VX-702,SMARCA4,12,10,0,2,1
VX-702,SMARCB1,3,0,1,2,0
VX-702,SMO,2,0,2,0,1
VX-702,SOCS1,2,0,1,1,1
VX-702,STK11,28,20,0,8,0
VX-702,TET2,3,3,0,0,0
VX-702,TP53,440,435,0,5,1
VX-702,TSC1,4,4,0,0,0
VX-702,VHL,8,7,1,0,0
VX-702,BCR_ABL,4,4,0,0,0
VX-702,EWS_FLI1,15,15,0,0,1
VX-702,MLL_AFF1,2,2,0,0,0
VX-702,MISHL,83,83,0,0,1
AMG-706,AKT2,7,0,7,0,1
AMG-706,ALK,3,2,1,0,0
AMG-706,APC,35,34,1,0,0
AMG-706,BRAF,62,60,2,0,1
AMG-706,BRCA1,4,2,1,1,0
AMG-706,BRCA2,6,5,1,0,1
AMG-706,CCND1,29,0,29,0,0
AMG-706,CCND2,3,0,3,0,0
AMG-706,CCND3,4,0,4,0,1
AMG-706,CDH1,12,9,1,2,0
AMG-706,CDK4,11,0,11,0,1
AMG-706,CDK6,9,0,9,0,1
AMG-706,CDKN2A,278,51,1,226,0
AMG-706,CDKN2C,11,0,0,11,1
AMG-706,CDKN2a(p14),235,235,0,0,1
AMG-706,CTNNB1,16,10,1,5,1
AMG-706,CYLD,1,1,0,0,0
AMG-706,EGFR,25,10,15,0,1
AMG-706,EP300,3,0,0,3,0
AMG-706,ERBB2,21,1,20,0,0
AMG-706,EZH2,8,5,3,0,0
AMG-706,FAM123B,4,3,0,1,0
AMG-706,FBXW7,26,25,0,1,0
AMG-706,FGFR2,3,0,3,0,0
AMG-706,FGFR3,3,2,1,0,1
AMG-706,FLCN,4,3,1,0,1
AMG-706,FLT3,5,3,2,0,0
AMG-706,GNAS,9,1,8,0,0
AMG-706,HRAS,8,8,0,0,0
AMG-706,IDH1,2,1,1,0,1
AMG-706,JAK2,7,0,5,2,0
AMG-706,KDM5C,4,4,0,0,0
AMG-706,KDM6A,25,13,0,12,1
AMG-706,KDR,3,0,3,0,0
AMG-706,KIT,5,0,5,0,0
AMG-706,KRAS,94,74,20,0,1
AMG-706,MAP2K4,13,3,0,10,0
AMG-706,MDM2,11,0,11,0,0
AMG-706,MET,13,0,13,0,0
AMG-706,MLH1,12,10,1,1,0
AMG-706,MLLT3,24,0,3,21,1
AMG-706,MSH2,10,6,0,4,1
AMG-706,MSH6,8,7,0,1,1
AMG-706,MYC,49,0,49,0,1
AMG-706,MYCL1,11,0,11,0,1
AMG-706,MYCN,26,0,26,0,0
AMG-706,NF1,26,15,0,11,0
AMG-706,NF2,23,19,0,4,1
AMG-706,NOTCH1,17,16,0,1,1
AMG-706,NRAS,45,43,2,0,1
AMG-706,PDGFRA,5,0,5,0,0
AMG-706,PIK3CA,62,59,3,0,1
AMG-706,PIK3R1,9,6,0,3,0
AMG-706,PTEN,92,56,0,36,0
AMG-706,RB1,75,56,1,18,1
AMG-706,RUNX1,4,1,0,3,0
AMG-706,SETD2,2,2,0,0,1
AMG-706,SMAD4,31,15,1,15,1
AMG-706,SMARCA4,12,10,0,2,0
AMG-706,SMARCB1,3,0,1,2,0
AMG-706,SMO,2,0,2,0,1
AMG-706,SOCS1,2,0,1,1,0
AMG-706,STK11,28,19,0,9,0
AMG-706,TET2,3,3,0,0,1
AMG-706,TP53,436,431,0,5,1
AMG-706,TSC1,4,4,0,0,1
AMG-706,VHL,8,7,1,0,0
AMG-706,BCR_ABL,4,4,0,0,1
AMG-706,EWS_FLI1,15,15,0,0,1
AMG-706,MLL_AFF1,2,2,0,0,1
AMG-706,MISHL,82,82,0,0,1
KU-55933,AKT2,7,0,7,0,1
KU-55933,ALK,3,2,1,0,0
KU-55933,APC,35,34,1,0,1
KU-55933,BRAF,62,60,2,0,0
KU-55933,BRCA1,4,2,1,1,1
KU-55933,BRCA2,6,5,1,0,1
KU-55933,CCND1,29,0,29,0,0
KU-55933,CCND2,3,0,3,0,1
KU-55933,CCND3,4,0,4,0,1
KU-55933,CDH1,12,9,1,2,0
KU-55933,CDK4,11,0,11,0,1
KU-55933,CDK6,9,0,9,0,0
KU-55933,CDKN2A,278,51,1,226,0
KU-55933,CDKN2C,11,0,0,11,1
KU-55933,CDKN2a(p14),235,235,0,0,1
KU-55933,CTNNB1,16,10,1,5,1
KU-55933,CYLD,1,1,0,0,0
KU-55933,EGFR,25,10,15,0,0
KU-55933,EP300,3,0,0,3,0
KU-55933,ERBB2,21,1,20,0,1
KU-55933,EZH2,8,5,3,0,0
KU-55933,FAM123B,4,3,0,1,0
KU-55933,FBXW7,26,25,0,1,0
KU-55933,FGFR2,3,0,3,0,1
KU-55933,FGFR3,3,2,1,0,1
KU-55933,FLCN,4,3,1,0,1
KU-55933,FLT3,5,3,2,0,0
KU-55933,GNAS,9,1,8,0,0
KU-55933,HRAS,8,8,0,0,0
KU-55933,IDH1,2,1,1,0,0
KU-55933,JAK2,7,0,5,2,1
KU-55933,KDM5C,4,4,0,0,0
KU-55933,KDM6A,25,13,0,12,0
KU-55933,KDR,3,0,3,0,1
KU-55933,KIT,5,0,5,0,0
KU-55933,KRAS,94,74,20,0,1
KU-55933,MAP2K4,13,3,0,10,1
KU-55933,MDM2,11,0,11,0,1
KU-55933,MET,13,0,13,0,1
KU-55933,MLH1,12,10,1,1,0
KU-55933,MLLT3,24,0,3,21,0
KU-55933,MSH2,10,6,0,4,1
KU-55933,MSH6,8,7,0,1,0
KU-55933,MYC,49,0,49,0,0
KU-55933,MYCL1,11,0,11,0,1
KU-55933,MYCN,26,0,26,0,1
KU-55933,NF1,26,15,0,11,1
KU-55933,NF2,23,19,0,4,1
KU-55933,NOTCH1,17,16,0,1,0
KU-55933,NRAS,45,43,2,0,1
KU-55933,PDGFRA,5,0,5,0,0
KU-55933,PIK3CA,62,59,3,0,1
KU-55933,PIK3R1,9,6,0,3,1
KU-55933,PTEN,92,56,0,36,1
KU-55933,RB1,73,54,1,18,1
KU-55933,RUNX1,4,1,0,3,1
KU-55933,SETD2,2,2,0,0,1
KU-55933,SMAD4,31,15,1,15,0
KU-55933,SMARCA4,12,10,0,2,0
KU-55933,SMARCB1,3,0,1,2,0
KU-55933,SMO,2,0,2,0,0
KU-55933,SOCS1,2,0,1,1,1
KU-55933,STK11,28,19,0,9,0
KU-55933,TET2,3,3,0,0,0
KU-55933,TP53,434,429,0,5,0
KU-55933,TSC1,4,4,0,0,0
KU-55933,VHL,8,7,1,0,0
KU-55933,BCR_ABL,4,4,0,0,0
KU-55933,EWS_FLI1,15,15,0,0,1
KU-55933,MLL_AFF1,2,2,0,0,0
KU-55933,MISHL,82,82,0,0,0
Elesclomol,AKT2,7,0,7,0,0
Elesclomol,ALK,3,2,1,0,0
Elesclomol,APC,35,34,1,0,1
Elesclomol,BRAF,62,60,2,0,1
Elesclomol,BRCA1,4,2,1,1,0
Elesclomol,BRCA2,6,5,1,0,1
Elesclomol,CCND1,29,0,29,0,0
Elesclomol,CCND2,3,0,3,0,1
Elesclomol,CCND3,4,0,4,0,1
Elesclomol,CDH1,12,9,1,2,0
Elesclomol,CDK4,11,0,11,0,1
Elesclomol,CDK6,9,0,9,0,1
Elesclomol,CDKN2A,278,52,1,225,0
Elesclomol,CDKN2C,11,0,0,11,1
Elesclomol,CDKN2a(p14),234,234,0,0,1
Elesclomol,CTNNB1,16,10,1,5,0
Elesclomol,CYLD,1,1,0,0,1
Elesclomol,EGFR,25,10,15,0,0
Elesclomol,EP300,3,0,0,3,1
Elesclomol,ERBB2,21,1,20,0,1
Elesclomol,EZH2,8,5,3,0,0
Elesclomol,FAM123B,4,3,0,1,0
Elesclomol,FBXW7,26,25,0,1,0
Elesclomol,FGFR2,4,0,4,0,1
Elesclomol,FGFR3,3,2,1,0,0
Elesclomol,FLCN,4,3,1,0,0
Elesclomol,FLT3,5,3,2,0,0
Elesclomol,GNAS,9,1,8,0,1
Elesclomol,HRAS,8,8,0,0,0
Elesclomol,IDH1,2,1,1,0,0
Elesclomol,JAK2,7,0,5,2,1
Elesclomol,KDM5C,4,4,0,0,0
Elesclomol,KDM6A,24,12,0,12,1
Elesclomol,KDR,3,0,3,0,0
Elesclomol,KIT,5,0,5,0,0
Elesclomol,KRAS,95,75,20,0,1
Elesclomol,MAP2K4,14,3,0,11,1
Elesclomol,MDM2,11,0,11,0,1
Elesclomol,MET,13,0,13,0,1
Elesclomol,MLH1,12,10,1,1,1
Elesclomol,MLLT3,24,0,3,21,1
Elesclomol,MSH2,10,6,0,4,1
Elesclomol,MSH6,8,7,0,1,1
Elesclomol,MYC,50,0,50,0,0
Elesclomol,MYCL1,12,0,12,0,1
Elesclomol,MYCN,25,0,25,0,1
Elesclomol,NF1,26,15,0,11,1
Elesclomol,NF2,22,18,0,4,0
Elesclomol,NOTCH1,17,16,0,1,0
Elesclomol,NRAS,45,43,2,0,1
Elesclomol,PDGFRA,5,0,5,0,1
Elesclomol,PIK3CA,62,59,3,0,0
Elesclomol,PIK3R1,9,6,0,3,0
Elesclomol,PTEN,93,57,0,36,1
Elesclomol,RB1,77,58,1,18,1
Elesclomol,RUNX1,4,1,0,3,1
Elesclomol,SETD2,1,1,0,0,0
Elesclomol,SMAD4,31,15,1,15,0
Elesclomol,SMARCA4,12,10,0,2,0
Elesclomol,SMARCB1,3,0,1,2,0
Elesclomol,SMO,2,0,2,0,0
Elesclomol,SOCS1,2,0,1,1,1
Elesclomol,STK11,28,20,0,8,0
Elesclomol,TET2,3,3,0,0,0
Elesclomol,TP53,440,435,0,5,0
Elesclomol,TSC1,4,4,0,0,1
Elesclomol,VHL,8,7,1,0,1
Elesclomol,BCR_ABL,4,4,0,0,1
Elesclomol,EWS_FLI1,15,15,0,0,0
Elesclomol,MLL_AFF1,2,2,0,0,0
Elesclomol,MISHL,83,83,0,0,0
BIBW2992,AKT2,7,0,7,0,0
BIBW2992,ALK,3,2,1,0,0
BIBW2992,APC,35,34,1,0,1
BIBW2992,BRAF,62,60,2,0,1
BIBW2992,BRCA1,4,2,1,1,0
BIBW2992,BRCA2,6,5,1,0,0
BIBW2992,CCND1,29,0,29,0,0
BIBW2992,CCND2,3,0,3,0,1
BIBW2992,CCND3,4,0,4,0,1
BIBW2992,CDH1,12,9,1,2,0
BIBW2992,CDK4,11,0,11,0,1
BIBW2992,CDK6,9,0,9,0,1
BIBW2992,CDKN2A,278,52,1,225,0
BIBW2992,CDKN2C,11,0,0,11,0
BIBW2992,CDKN2a(p14),234,234,0,0,1
BIBW2992,CTNNB1,16,10,1,5,1
BIBW2992,CYLD,1,1,0,0,1
BIBW2992,EGFR,25,10,15,0,0
BIBW2992,EP300,3,0,0,3,1
BIBW2992,ERBB2,21,1,20,0,0
BIBW2992,EZH2,8,5,3,0,0
BIBW2992,FAM123B,4,3,0,1,1
BIBW2992,FBXW7,26,25,0,1,0
BIBW2992,FGFR2,4,0,4,0,1
BIBW2992,FGFR3,3,2,1,0,0
BIBW2992,FLCN,4,3,1,0,0
BIBW2992,FLT3,5,3,2,0,0
BIBW2992,GNAS,9,1,8,0,1
BIBW2992,HRAS,8,8,0,0,1
BIBW2992,IDH1,2,1,1,0,0
BIBW2992,JAK2,7,0,5,2,0
BIBW2992,KDM5C,4,4,0,0,1
BIBW2992,KDM6A,24,12,0,12,0
BIBW2992,KDR,3,0,3,0,1
BIBW2992,KIT,5,0,5,0,1
BIBW2992,KRAS,95,75,20,0,1
BIBW2992,MAP2K4,14,3,0,11,1
BIBW2992,MDM2,11,0,11,0,0
BIBW2992,MET,13,0,13,0,1
BIBW2992,MLH1,12,10,1,1,0
BIBW2992,MLLT3,24,0,3,21,0
BIBW2992,MSH2,10,6,0,4,0
BIBW2992,MSH6,8,7,0,1,1
BIBW2992,MYC,50,0,50,0,1
BIBW2992,MYCL1,12,0,12,0,1
BIBW2992,MYCN,25,0,25,0,1
BIBW2992,NF1,26,15,0,11,0
BIBW2992,NF2,22,18,0,4,0
BIBW2992,NOTCH1,17,16,0,1,0
BIBW2992,NRAS,45,43,2,0,1
BIBW2992,PDGFRA,5,0,5,0,0
BIBW2992,PIK3CA,62,59,3,0,1
BIBW2992,PIK3R1,9,6,0,3,0
BIBW2992,PTEN,93,57,0,36,1
BIBW2992,RB1,77,58,1,18,1
BIBW2992,RUNX1,4,1,0,3,1
BIBW2992,SETD2,1,1,0,0,0
BIBW2992,SMAD4,31,15,1,15,0
BIBW2992,SMARCA4,12,10,0,2,1
BIBW2992,SMARCB1,3,0,1,2,0
BIBW2992,SMO,2,0,2,0,0
BIBW2992,SOCS1,2,0,1,1,0
BIBW2992,STK11,28,20,0,8,0
BIBW2992,TET2,3,3,0,0,1
BIBW2992,TP53,440,435,0,5,0
BIBW2992,TSC1,4,4,0,0,1
BIBW2992,VHL,8,7,1,0,1
BIBW2992,BCR_ABL,4,4,0,0,0
BIBW2992,EWS_FLI1,15,15,0,0,1
BIBW2992,MLL_AFF1,2,2,0,0,0
BIBW2992,MISHL,83,83,0,0,0
GDC-0449,AKT2,7,0,7,0,1
GDC-0449,ALK,3,2,1,0,1
GDC-0449,APC,35,34,1,0,1
GDC-0449,BRAF,62,60,2,0,0
GDC-0449,BRCA1,4,2,1,1,1
GDC-0449,BRCA2,6,5,1,0,1
GDC-0449,CCND1,29,0,29,0,1
GDC-0449,CCND2,3,0,3,0,1
GDC-0449,CCND3,4,0,4,0,1
GDC-0449,CDH1,12,9,1,2,1
GDC-0449,CDK4,11,0,11,0,1
GDC-0449,CDK6,9,0,9,0,0
GDC-0449,CDKN2A,278,52,1,225,0
GDC-0449,CDKN2C,11,0,0,11,1
GDC-0449,CDKN2a(p14),234,234,0,0,1
GDC-0449,CTNNB1,16,10,1,5,0
GDC-0449,CYLD,1,1,0,0,1
GDC-0449,EGFR,25,10,15,0,0
GDC-0449,EP300,3,0,0,3,1
GDC-0449,ERBB2,21,1,20,0,1
GDC-0449,EZH2,8,5,3,0,1
GDC-0449,FAM123B,4,3,0,1,1
GDC-0449,FBXW7,26,25,0,1,0
GDC-0449,FGFR2,4,0,4,0,0
GDC-0449,FGFR3,3,2,1,0,1
GDC-0449,FLCN,4,3,1,0,0
GDC-0449,FLT3,5,3,2,0,0
GDC-0449,GNAS,9,1,8,0,1
GDC-0449,HRAS,8,8,0,0,1
GDC-0449,IDH1,2,1,1,0,0
GDC-0449,JAK2,7,0,5,2,0
GDC-0449,KDM5C,4,4,0,0,0
GDC-0449,KDM6A,24,12,0,12,0
GDC-0449,KDR,3,0,3,0,0
GDC-0449,KIT,5,0,5,0,1
GDC-0449,KRAS,95,75,20,0,1
GDC-0449,MAP2K4,14,3,0,11,1
GDC-0449,MDM2,11,0,11,0,1
GDC-0449,MET,13,0,13,0,0
GDC-0449,MLH1,12,10,1,1,0
GDC-0449,MLLT3,24,0,3,21,1
GDC-0449,MSH2,10,6,0,4,0
GDC-0449,MSH6,8,7,0,1,1
GDC-0449,MYC,50,0,50,0,0
GDC-0449,MYCL1,12,0,12,0,0
GDC-0449,MYCN,25,0,25,0,1
GDC-0449,NF1,26,15,0,11,1
GDC-0449,NF2,22,18,0,4,0
GDC-0449,NOTCH1,17,16,0,1,1
GDC-0449,NRAS,45,43,2,0,1
GDC-0449,PDGFRA,5,0,5,0,1
GDC-0449,PIK3CA,62,59,3,0,1
GDC-0449,PIK3R1,9,6,0,3,0
GDC-0449,PTEN,93,57,0,36,0
GDC-0449,RB1,77,58,1,18,1
GDC-0449,RUNX1,4,1,0,3,0
GDC-0449,SETD2,1,1,0,0,1
GDC-0449,SMAD4,31,15,1,15,0
GDC-0449,SMARCA4,12,10,0,2,0
GDC-0449,SMARCB1,3,0,1,2,0
GDC-0449,SMO,2,0,2,0,0
GDC-0449,SOCS1,2,0,1,1,1
GDC-0449,STK11,28,20,0,8,1
GDC-0449,TET2,3,3,0,0,1
GDC-0449,TP53,440,435,0,5,0
GDC-0449,TSC1,4,4,0,0,0
GDC-0449,VHL,8,7,1,0,1
GDC-0449,BCR_ABL,4,4,0,0,0
GDC-0449,EWS_FLI1,15,15,0,0,1
GDC-0449,MLL_AFF1,2,2,0,0,0
GDC-0449,MISHL,83,83,0,0,0
PLX4720,AKT2,7,0,7,0,0
PLX4720,ALK,3,2,1,0,1
PLX4720,APC,35,34,1,0,0
PLX4720,BRAF,62,60,2,0,0
PLX4720,BRCA1,4,2,1,1,1
PLX4720,BRCA2,6,5,1,0,1
PLX4720,CCND1,29,0,29,0,1
PLX4720,CCND2,3,0,3,0,1
PLX4720,CCND3,4,0,4,0,0
PLX4720,CDH1,12,9,1,2,1
PLX4720,CDK4,11,0,11,0,0
PLX4720,CDK6,9,0,9,0,0
PLX4720,CDKN2A,278,51,1,226,0
PLX4720,CDKN2C,11,0,0,11,1
PLX4720,CDKN2a(p14),235,235,0,0,0
PLX4720,CTNNB1,16,10,1,5,0
PLX4720,CYLD,1,1,0,0,1
PLX4720,EGFR,25,10,15,0,0
PLX4720,EP300,3,0,0,3,0
PLX4720,ERBB2,21,1,20,0,1
PLX4720,EZH2,8,5,3,0,1
PLX4720,FAM123B,4,3,0,1,1
PLX4720,FBXW7,26,25,0,1,0
PLX4720,FGFR2,3,0,3,0,1
PLX4720,FGFR3,3,2,1,0,1
PLX4720,FLCN,4,3,1,0,1
PLX4720,FLT3,5,3,2,0,1
PLX4720,GNAS,9,1,8,0,1
PLX4720,HRAS,8,8,0,0,0
PLX4720,IDH1,2,1,1,0,0
PLX4720,JAK2,7,0,5,2,1
PLX4720,KDM5C,4,4,0,0,0
PLX4720,KDM6A,25,13,0,12,0
PLX4720,KDR,3,0,3,0,0
PLX4720,KIT,5,0,5,0,0
PLX4720,KRAS,94,74,20,0,1
PLX4720,MAP2K4,13,3,0,10,1
PLX4720,MDM2,11,0,11,0,1
PLX4720,MET,13,0,13,0,0
PLX4720,MLH1,12,10,1,1,0
PLX4720,MLLT3,24,0,3,21,1
PLX4720,MSH2,10,6,0,4,1
PLX4720,MSH6,8,7,0,1,0
PLX4720,MYC,49,0,49,0,0
PLX4720,MYCL1,11,0,11,0,1
PLX4720,MYCN,26,0,26,0,1
PLX4720,NF1,26,15,0,11,1
PLX4720,NF2,23,19,0,4,1
PLX4720,NOTCH1,17,16,0,1,0
PLX4720,NRAS,45,43,2,0,1
PLX4720,PDGFRA,5,0,5,0,1
PLX4720,PIK3CA,62,59,3,0,1
PLX4720,PIK3R1,9,6,0,3,1
PLX4720,PTEN,92,56,0,36,0
PLX4720,RB1,75,56,1,18,0
PLX4720,RUNX1,4,1,0,3,0
PLX4720,SETD2,2,2,0,0,0
PLX4720,SMAD4,31,15,1,15,0
PLX4720,SMARCA4,12,10,0,2,1
PLX4720,SMARCB1,3,0,1,2,1
PLX4720,SMO,2,0,2,0,0
PLX4720,SOCS1,2,0,1,1,0
PLX4720,STK11,28,19,0,9,1
PLX4720,TET2,3,3,0,0,0
PLX4720,TP53,436,431,0,5,1
PLX4720,TSC1,4,4,0,0,0
PLX4720,VHL,8,7,1,0,0
PLX4720,BCR_ABL,4,4,0,0,0
PLX4720,EWS_FLI1,15,15,0,0,1
PLX4720,MLL_AFF1,2,2,0,0,0
PLX4720,MISHL,82,82,0,0,1
BX-795,AKT2,7,0,7,0,0
BX-795,ALK,3,2,1,0,0
BX-795,APC,35,34,1,0,1
BX-795,BRAF,62,60,2,0,0
BX-795,BRCA1,4,2,1,1,1
BX-795,BRCA2,6,5,1,0,1
BX-795,CCND1,29,0,29,0,0
BX-795,CCND2,3,0,3,0,1
BX-795,CCND3,4,0,4,0,0
BX-795,CDH1,12,9,1,2,1
BX-795,CDK4,11,0,11,0,1
BX-795,CDK6,9,0,9,0,1
BX-795,CDKN2A,278,51,1,226,0
BX-795,CDKN2C,11,0,0,11,1
BX-795,CDKN2a(p14),235,235,0,0,0
BX-795,CTNNB1,16,10,1,5,0
BX-795,CYLD,1,1,0,0,1
BX-795,EGFR,25,10,15,0,1
BX-795,EP300,3,0,0,3,0
BX-795,ERBB2,21,1,20,0,1
BX-795,EZH2,8,5,3,0,0
BX-795,FAM123B,4,3,0,1,0
BX-795,FBXW7,26,25,0,1,1
BX-795,FGFR2,3,0,3,0,1
BX-795,FGFR3,3,2,1,0,1
BX-795,FLCN,4,3,1,0,0
BX-795,FLT3,5,3,2,0,0
BX-795,GNAS,9,1,8,0,0
BX-795,HRAS,8,8,0,0,0
BX-795,IDH1,2,1,1,0,1
BX-795,JAK2,7,0,5,2,1
BX-795,KDM5C,4,4,0,0,1
BX-795,KDM6A,25,13,0,12,0
BX-795,KDR,3,0,3,0,0
BX-795,KIT,5,0,5,0,0
BX-795,KRAS,94,74,20,0,1
BX-795,MAP2K4,13,3,0,10,1
BX-795,MDM2,11,0,11,0,1
BX-795,MET,13,0,13,0,1
BX-795,MLH1,12,10,1,1,1
BX-795,MLLT3,24,0,3,21,0
BX-795,MSH2,10,6,0,4,1
BX-795,MSH6,8,7,0,1,1
BX-795,MYC,49,0,49,0,0
BX-795,MYCL1,11,0,11,0,1
BX-795,MYCN,26,0,26,0,0
BX-795,NF1,26,15,0,11,1
BX-795,NF2,23,19,0,4,1
BX-795,NOTCH1,17,16,0,1,0
BX-795,NRAS,45,43,2,0,1
BX-795,PDGFRA,5,0,5,0,1
BX-795,PIK3CA,62,59,3,0,1
BX-795,PIK3R1,9,6,0,3,1
BX-795,PTEN,92,56,0,36,1
BX-795,RB1,73,54,1,18,0
BX-795,RUNX1,4,1,0,3,0
BX-795,SETD2,2,2,0,0,0
BX-795,SMAD4,31,15,1,15,0
BX-795,SMARCA4,12,10,0,2,0
BX-795,SMARCB1,3,0,1,2,0
BX-795,SMO,2,0,2,0,1
BX-795,SOCS1,2,0,1,1,0
BX-795,STK11,28,19,0,9,1
BX-795,TET2,3,3,0,0,0
BX-795,TP53,434,429,0,5,0
BX-795,TSC1,4,4,0,0,1
BX-795,VHL,8,7,1,0,1
BX-795,BCR_ABL,4,4,0,0,0
BX-795,EWS_FLI1,15,15,0,0,1
BX-795,MLL_AFF1,2,2,0,0,0
BX-795,MISHL,82,82,0,0,0
NU-7441,AKT2,7,0,7,0,1
NU-7441,ALK,3,2,1,0,0
NU-7441,APC,35,34,1,0,1
NU-7441,BRAF,62,60,2,0,0
NU-7441,BRCA1,4,2,1,1,0
NU-7441,BRCA2,6,5,1,0,1
NU-7441,CCND1,29,0,29,0,0
NU-7441,CCND2,3,0,3,0,1
NU-7441,CCND3,4,0,4,0,1
NU-7441,CDH1,12,9,1,2,0
NU-7441,CDK4,11,0,11,0,1
NU-7441,CDK6,9,0,9,0,0
NU-7441,CDKN2A,278,51,1,226,0
NU-7441,CDKN2C,11,0,0,11,1
NU-7441,CDKN2a(p14),235,235,0,0,1
NU-7441,CTNNB1,16,10,1,5,1
NU-7441,CYLD,1,1,0,0,1
NU-7441,EGFR,25,10,15,0,1
NU-7441,EP300,3,0,0,3,0
NU-7441,ERBB2,21,1,20,0,1
NU-7441,EZH2,8,5,3,0,0
NU-7441,FAM123B,4,3,0,1,0
NU-7441,FBXW7,26,25,0,1,0
NU-7441,FGFR2,3,0,3,0,1
NU-7441,FGFR3,3,2,1,0,1
NU-7441,FLCN,4,3,1,0,1
NU-7441,FLT3,5,3,2,0,0
NU-7441,GNAS,9,1,8,0,0
NU-7441,HRAS,8,8,0,0,0
NU-7441,IDH1,2,1,1,0,0
NU-7441,JAK2,7,0,5,2,1
NU-7441,KDM5C,4,4,0,0,1
NU-7441,KDM6A,25,13,0,12,0
NU-7441,KDR,3,0,3,0,1
NU-7441,KIT,5,0,5,0,0
NU-7441,KRAS,94,74,20,0,1
NU-7441,MAP2K4,13,3,0,10,1
NU-7441,MDM2,11,0,11,0,1
NU-7441,MET,13,0,13,0,1
NU-7441,MLH1,12,10,1,1,1
NU-7441,MLLT3,24,0,3,21,0
NU-7441,MSH2,10,6,0,4,0
NU-7441,MSH6,8,7,0,1,0
NU-7441,MYC,49,0,49,0,0
NU-7441,MYCL1,11,0,11,0,1
NU-7441,MYCN,26,0,26,0,0
NU-7441,NF1,26,15,0,11,1
NU-7441,NF2,23,19,0,4,0
NU-7441,NOTCH1,17,16,0,1,1
NU-7441,NRAS,45,43,2,0,0
NU-7441,PDGFRA,5,0,5,0,0
NU-7441,PIK3CA,62,59,3,0,0
NU-7441,PIK3R1,9,6,0,3,1
NU-7441,PTEN,92,56,0,36,1
NU-7441,RB1,73,54,1,18,1
NU-7441,RUNX1,4,1,0,3,0
NU-7441,SETD2,2,2,0,0,1
NU-7441,SMAD4,31,15,1,15,0
NU-7441,SMARCA4,12,10,0,2,0
NU-7441,SMARCB1,3,0,1,2,0
NU-7441,SMO,2,0,2,0,1
NU-7441,SOCS1,2,0,1,1,0
NU-7441,STK11,28,19,0,9,0
NU-7441,TET2,3,3,0,0,0
NU-7441,TP53,434,429,0,5,1
NU-7441,TSC1,4,4,0,0,0
NU-7441,VHL,8,7,1,0,0
NU-7441,BCR_ABL,4,4,0,0,0
NU-7441,EWS_FLI1,15,15,0,0,1
NU-7441,MLL_AFF1,2,2,0,0,0
NU-7441,MISHL,82,82,0,0,0
SL 0101-1,AKT2,7,0,7,0,0
SL 0101-1,ALK,3,2,1,0,0
SL 0101-1,APC,34,33,1,0,0
SL 0101-1,BRAF,62,60,2,0,0
SL 0101-1,BRCA1,4,2,1,1,1
SL 0101-1,BRCA2,6,5,1,0,1
SL 0101-1,CCND1,29,0,29,0,0
SL 0101-1,CCND2,3,0,3,0,0
SL 0101-1,CCND3,4,0,4,0,1
SL 0101-1,CDH1,11,9,0,2,1
SL 0101-1,CDK4,11,0,11,0,1
SL 0101-1,CDK6,9,0,9,0,0
SL 0101-1,CDKN2A,278,51,1,226,0
SL 0101-1,CDKN2C,11,0,0,11,0
SL 0101-1,CDKN2a(p14),235,235,0,0,1
SL 0101-1,CTNNB1,16,10,1,5,1
SL 0101-1,CYLD,1,1,0,0,0
SL 0101-1,EGFR,25,10,15,0,1
SL 0101-1,EP300,3,0,0,3,0
SL 0101-1,ERBB2,21,1,20,0,1
SL 0101-1,EZH2,8,5,3,0,0
SL 0101-1,FAM123B,4,3,0,1,1
SL 0101-1,FBXW7,26,25,0,1,0
SL 0101-1,FGFR2,3,0,3,0,1
SL 0101-1,FGFR3,3,2,1,0,1
SL 0101-1,FLCN,4,3,1,0,1
SL 0101-1,FLT3,5,3,2,0,0
SL 0101-1,GNAS,7,1,6,0,0
SL 0101-1,HRAS,8,8,0,0,0
SL 0101-1,IDH1,2,1,1,0,0
SL 0101-1,JAK2,7,0,5,2,0
SL 0101-1,KDM5C,4,4,0,0,0
SL 0101-1,KDM6A,25,13,0,12,1
SL 0101-1,KDR,3,0,3,0,1
SL 0101-1,KIT,5,0,5,0,1
SL 0101-1,KRAS,94,74,20,0,0
SL 0101-1,MAP2K4,13,3,0,10,0
SL 0101-1,MDM2,11,0,11,0,1
SL 0101-1,MET,13,0,13,0,0
SL 0101-1,MLH1,12,10,1,1,0
SL 0101-1,MLLT3,24,0,3,21,1
SL 0101-1,MSH2,10,6,0,4,1
SL 0101-1,MSH6,8,7,0,1,1
SL 0101-1,MYC,49,0,49,0,0
SL 0101-1,MYCL1,11,0,11,0,1
SL 0101-1,MYCN,26,0,26,0,1
SL 0101-1,NF1,25,15,0,10,0
SL 0101-1,NF2,23,19,0,4,1
SL 0101-1,NOTCH1,17,16,0,1,1
SL 0101-1,NRAS,45,43,2,0,0
SL 0101-1,PDGFRA,5,0,5,0,0
SL 0101-1,PIK3CA,61,58,3,0,1
SL 0101-1,PIK3R1,9,6,0,3,0
